2025-01-11 03:05:14 postgres_entrypoint  | [NOTICE]   (1) : New worker (7) forked
2025-01-11 03:06:13 pg-master            | The default database encoding has accordingly been set to "UTF8".
2025-01-11 03:06:13 pg-master            | The default text search configuration will be set to "english".
2025-01-11 03:06:13 pg-master            | 
2025-01-11 03:06:13 pg-master            | Data page checksums are disabled.
2025-01-11 03:06:13 pg-master            | 
2025-01-11 03:06:13 pg-master            | creating directory /var/lib/postgresql/data/postgresql0 ... ok
2025-01-11 03:06:13 pg-master            | creating subdirectories ... ok
2025-01-11 03:06:13 pg-master            | selecting dynamic shared memory implementation ... posix
2025-01-11 03:06:13 pg-master            | selecting default max_connections ... 100
2025-01-11 03:06:13 pg-master            | selecting default shared_buffers ... 128MB
2025-01-11 03:06:13 pg-master            | selecting default time zone ... Etc/UTC
2025-01-11 03:06:13 pg-master            | creating configuration files ... ok
2025-01-11 03:06:14 pg-master            | running bootstrap script ... ok
2025-01-11 03:06:14 pg-master            | performing post-bootstrap initialization ... ok
2025-01-11 03:06:14 pg-master            | syncing data to disk ... ok
2025-01-11 03:06:14 pg-master            | 
2025-01-11 03:06:14 pg-master            | 
2025-01-11 03:08:55 pg-slave             | 2025-01-10 20:08:55,430 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,652] INFO Server environment:java.library.path=/usr/java/packages/lib:/usr/lib64:/lib64:/lib:/usr/lib (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:09:05 pg-slave             | 2025-01-10 20:09:05,447 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:09:15 pg-slave             | 2025-01-10 20:09:15,432 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:09:25 pg-slave             | 2025-01-10 20:09:25,449 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:09:35 pg-slave             | 2025-01-10 20:09:35,441 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:09:45 pg-slave             | 2025-01-10 20:09:45,427 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:09:55 pg-slave             | 2025-01-10 20:09:55,427 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:05 pg-slave             | 2025-01-10 20:10:05,431 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:15 pg-slave             | 2025-01-10 20:10:15,424 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:25 pg-slave             | 2025-01-10 20:10:25,422 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:35 pg-slave             | 2025-01-10 20:10:35,463 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:06:14 pg-master            | Success. You can now start the database server using:
2025-01-11 03:06:14 pg-master            | 
2025-01-11 03:06:14 pg-master            |     /usr/lib/postgresql/15/bin/pg_ctl -D /var/lib/postgresql/data/postgresql0 -l logfile start
2025-01-11 03:06:14 pg-master            | 
2025-01-11 03:06:14 pg-master            | initdb: warning: enabling "trust" authentication for local connections
2025-01-11 03:06:14 pg-master            | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,411 INFO: postmaster pid=32
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.419 UTC [32] LOG:  starting PostgreSQL 15.9 (Debian 15.9-1.pgdg120+1) on aarch64-unknown-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.419 UTC [32] LOG:  listening on IPv4 address "0.0.0.0", port 5432
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.422 UTC [32] LOG:  listening on Unix socket "./.s.PGSQL.5432"
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.430 UTC [36] LOG:  database system was shut down at 2025-01-10 20:06:14 UTC
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.432 UTC [37] FATAL:  the database system is starting up
2025-01-11 03:06:15 pg-master            | localhost:5432 - rejecting connections
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15.446 UTC [32] LOG:  database system is ready to accept connections
2025-01-11 03:06:15 pg-master            | localhost:5432 - accepting connections
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,493 INFO: establishing a new patroni heartbeat connection to postgres
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,517 INFO: running post_bootstrap
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,547 INFO: Reaped pid=46, exit status=0
2025-01-11 03:10:45 pg-slave             | 2025-01-10 20:10:45,432 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:55 pg-slave             | 2025-01-10 20:10:55,423 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:10:58 pg-slave             | 2025-01-10 20:10:58.484 UTC [122] ERROR:  cannot execute INSERT in a read-only transaction
2025-01-11 03:10:58 pg-slave             | 2025-01-10 20:10:58.484 UTC [122] STATEMENT:  INSERT INTO test (name, age) VALUES
2025-01-11 03:10:58 pg-slave             | ('Alice', 30),
2025-01-11 03:10:58 pg-slave             | ('Bob', 25),
2025-01-11 03:10:58 pg-slave             | ('Charlie', 35);
2025-01-11 03:11:01 pg-slave             | 2025-01-10 20:11:01.116 UTC [122] ERROR:  cannot execute INSERT in a read-only transaction
2025-01-11 03:11:01 pg-slave             | 2025-01-10 20:11:01.116 UTC [122] STATEMENT:  INSERT INTO test (name, age) VALUES
2025-01-11 03:11:01 pg-slave             | ('Alice', 30),
2025-01-11 03:11:01 pg-slave             | ('Bob', 25),
2025-01-11 03:11:01 pg-slave             | ('Charlie', 35);
2025-01-11 03:11:05 pg-slave             | 2025-01-10 20:11:05,433 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,548 INFO: Reaped pid=47, exit status=0
2025-01-11 03:11:15 pg-slave             | 2025-01-10 20:11:15,431 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,652] INFO Server environment:java.io.tmpdir=/tmp (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,652] INFO Server environment:java.compiler=<NA> (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,653] INFO Server environment:os.name=Linux (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,653] INFO Server environment:os.arch=aarch64 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,654] INFO Server environment:os.version=6.10.14-linuxkit (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,654] INFO Server environment:user.name=appuser (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,655] INFO Server environment:user.home=/home/appuser (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,655] INFO Server environment:user.dir=/home/appuser (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:11:25 pg-slave             | 2025-01-10 20:11:25,423 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:11:35 pg-slave             | 2025-01-10 20:11:35,419 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:11:39 pg-slave             | 2025-01-10 20:11:39.434 UTC [27] LOG:  restartpoint starting: time
2025-01-11 03:11:45 pg-slave             | 2025-01-10 20:11:45,430 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:11:48 pg-slave             | 2025-01-10 20:11:48.415 UTC [27] LOG:  restartpoint complete: wrote 89 buffers (0.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=8.958 s, sync=0.012 s, total=8.982 s; sync files=48, longest=0.005 s, average=0.001 s; distance=16841 kB, estimate=16841 kB
2025-01-11 03:11:48 pg-slave             | 2025-01-10 20:11:48.415 UTC [27] LOG:  recovery restart point at 0/3072450
2025-01-11 03:11:48 pg-slave             | 2025-01-10 20:11:48.415 UTC [27] DETAIL:  Last completed transaction was at log time 2025-01-10 20:09:28.516+00.
2025-01-11 03:11:55 pg-slave             | 2025-01-10 20:11:55,410 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:12:05 pg-slave             | 2025-01-10 20:12:05,420 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:12:15 pg-slave             | 2025-01-10 20:12:15,411 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:12:25 pg-slave             | 2025-01-10 20:12:25,410 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,656] INFO Server environment:os.memory.free=495MB (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,656] INFO Server environment:os.memory.max=512MB (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,656] INFO Server environment:os.memory.total=512MB (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,657] INFO zookeeper.enableEagerACLCheck = false (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,657] INFO zookeeper.digest.enabled = true (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,657] INFO zookeeper.closeSessionTxn.enabled = true (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,657] INFO zookeeper.flushDelay = 0 ms (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,658] INFO zookeeper.maxWriteQueuePollTime = 0 ms (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,659] INFO zookeeper.maxBatchSize=1000 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,659] INFO zookeeper.intBufferStartingSizeBytes = 1024 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,666] INFO Weighed connection throttling is disabled (org.apache.zookeeper.server.BlueThrottle)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,668] INFO minSessionTimeout set to 4000 ms (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:12:35 pg-slave             | 2025-01-10 20:12:35,429 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:12:45 pg-slave             | 2025-01-10 20:12:45,508 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:12:55 pg-slave             | 2025-01-10 20:12:55,421 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:13:05 pg-slave             | 2025-01-10 20:13:05,426 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:13:15 pg-slave             | 2025-01-10 20:13:15,441 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:13:25 pg-slave             | 2025-01-10 20:13:25,429 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:13:35 pg-slave             | 2025-01-10 20:13:35,428 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,669] INFO maxSessionTimeout set to 40000 ms (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,678] INFO getData response cache size is initialized with value 400. (org.apache.zookeeper.server.ResponseCache)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,678] INFO getChildren response cache size is initialized with value 400. (org.apache.zookeeper.server.ResponseCache)
2025-01-11 03:13:40 pg-slave             | 2025-01-10 20:13:40.615 UTC [43] FATAL:  could not receive data from WAL stream: server closed the connection unexpectedly
2025-01-11 03:13:40 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.slotCapacity = 60 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.slotDuration = 15 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:13:40 pg-slave             | before or while processing the request.
2025-01-11 03:13:40 pg-slave             | 2025-01-10 20:13:40.618 UTC [29] LOG:  invalid record length at 0/3072538: wanted 24, got 0
2025-01-11 03:13:40 pg-slave             | 2025-01-10 20:13:40.714 UTC [189] FATAL:  could not connect to the primary server: connection to server at "pg-master" (172.20.0.4), port 5432 failed: Connection refused
2025-01-11 03:13:40 pg-slave             | Is the server running on that host and accepting TCP/IP connections?
2025-01-11 03:13:40 pg-slave             | 2025-01-10 20:13:40.714 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:13:45 pg-slave             | 2025-01-10 20:13:45,441 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.maxDepth = 6 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:13:47 pg-slave             | 2025-01-10 20:13:47.902 UTC [192] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.initialDelay = 5 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:13:47 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.delay = 5 (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:13:47 pg-slave             | before or while processing the request.
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,680] INFO zookeeper.pathStats.enabled = false (org.apache.zookeeper.server.util.RequestPathMetricsCollector)
2025-01-11 03:13:47 pg-slave             | 2025-01-10 20:13:47.905 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,694] INFO The max bytes for all large requests are set to 104857600 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:06:15 pg-master            | 2025-01-10 20:06:15,566 INFO: initialized a new cluster
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,695] INFO The large request threshold is set to -1 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,701] INFO zookeeper.enforce.auth.enabled = false (org.apache.zookeeper.server.AuthenticationHelper)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,702] INFO zookeeper.enforce.auth.schemes = [] (org.apache.zookeeper.server.AuthenticationHelper)
2025-01-11 03:06:16 pg-master            | 2025-01-10 20:06:16,138 INFO: establishing a new patroni restapi connection to postgres
2025-01-11 03:13:51 pg-slave             | 2025-01-10 20:13:51.432 UTC [195] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:13:51 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:13:51 pg-slave             | before or while processing the request.
2025-01-11 03:13:51 pg-slave             | 2025-01-10 20:13:51.434 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:06:23 pg-master            | 2025-01-10 20:06:23.045 UTC [34] LOG:  checkpoint starting: force wait
2025-01-11 03:06:23 pg-master            | 2025-01-10 20:06:23.513 UTC [34] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.417 s, sync=0.003 s, total=0.468 s; sync files=6, longest=0.002 s, average=0.001 s; distance=11259 kB, estimate=11259 kB
2025-01-11 03:06:23 pg-master            | 2025-01-10 20:06:23.513 UTC [52] WARNING:  skipping special file "./.s.PGSQL.5432"
2025-01-11 03:06:23 pg-master            | 2025-01-10 20:06:23.527 UTC [52] WARNING:  skipping special file "./.s.PGSQL.5432"
2025-01-11 03:06:24 pg-master            | 2025-01-10 20:06:24.469 UTC [63] ERROR:  replication slot "postgresql1" does not exist
2025-01-11 03:06:24 pg-master            | 2025-01-10 20:06:24.469 UTC [63] STATEMENT:  START_REPLICATION SLOT "postgresql1" 0/3000000 TIMELINE 1
2025-01-11 03:06:24 pg-master            | 2025-01-10 20:06:24.483 UTC [64] ERROR:  replication slot "postgresql1" does not exist
2025-01-11 03:06:24 pg-master            | 2025-01-10 20:06:24.483 UTC [64] STATEMENT:  START_REPLICATION SLOT "postgresql1" 0/3000000 TIMELINE 1
2025-01-11 03:06:25 pg-master            | 2025-01-10 20:06:25,559 INFO: Lock owner: postgresql0; I am postgresql0
2025-01-11 03:06:25 pg-master            | 2025-01-10 20:06:25,573 INFO: Enabled synchronous replication
2025-01-11 03:06:25 pg-master            | 2025-01-10 20:06:25,583 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:13:55 pg-slave             | 2025-01-10 20:13:55,433 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:13:56 pg-slave             | 2025-01-10 20:13:56.203 UTC [197] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:13:56 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:13:56 pg-slave             | before or while processing the request.
2025-01-11 03:13:56 pg-slave             | 2025-01-10 20:13:56.204 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:14:01 pg-slave             | 2025-01-10 20:14:01.110 UTC [200] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:14:01 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:14:01 pg-slave             | before or while processing the request.
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35,560 INFO: Lock owner: postgresql0; I am postgresql0
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35,566 INFO: Assigning synchronous standby status to ['postgresql1']
2025-01-11 03:06:35 pg-master            | server signaled
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35.573 UTC [32] LOG:  received SIGHUP, reloading configuration files
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,702] INFO Created server with tickTime 2000 ms minSessionTimeout 4000 ms maxSessionTimeout 40000 ms clientPortListenBacklog -1 datadir /var/lib/zookeeper/log/version-2 snapdir /var/lib/zookeeper/data/version-2 (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35.575 UTC [32] LOG:  parameter "synchronous_standby_names" changed to "postgresql1"
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35.785 UTC [67] LOG:  standby "postgresql1" is now a synchronous standby with priority 1
2025-01-11 03:06:35 pg-master            | 2025-01-10 20:06:35.785 UTC [67] STATEMENT:  START_REPLICATION SLOT "postgresql1" 0/3000000 TIMELINE 1
2025-01-11 03:06:37 pg-master            | 2025-01-10 20:06:37,687 INFO: Synchronous standby status assigned to ['postgresql1']
2025-01-11 03:06:37 pg-master            | 2025-01-10 20:06:37,690 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:06:45 pg-master            | 2025-01-10 20:06:45,567 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:06:55 pg-master            | 2025-01-10 20:06:55,563 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:05 pg-master            | 2025-01-10 20:07:05,562 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:15 pg-master            | 2025-01-10 20:07:15,566 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:25 pg-master            | 2025-01-10 20:07:25,563 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:35 pg-master            | 2025-01-10 20:07:35,570 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:45 pg-master            | 2025-01-10 20:07:45,562 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:07:55 pg-master            | 2025-01-10 20:07:55,586 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:05 pg-master            | 2025-01-10 20:08:05,567 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:15 pg-master            | 2025-01-10 20:08:15,565 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:25 pg-master            | 2025-01-10 20:08:25,566 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:35 pg-master            | 2025-01-10 20:08:35,563 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:45 pg-master            | 2025-01-10 20:08:45,568 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:08:50 pg-master            | 2025-01-10 20:08:50.177 UTC [97] ERROR:  syntax error at or near ";" at character 19
2025-01-11 03:14:01 pg-slave             | 2025-01-10 20:14:01.110 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:14:05 pg-slave             | 2025-01-10 20:14:05,427 INFO: no action. I am (postgresql1), a secondary, and following a leader (postgresql0)
2025-01-11 03:14:05 pg-slave             | 2025-01-10 20:14:05.657 UTC [203] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:14:05 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:14:05 pg-slave             | before or while processing the request.
2025-01-11 03:14:05 pg-slave             | 2025-01-10 20:14:05.657 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:14:10 pg-slave             | 2025-01-10 20:14:10.661 UTC [209] FATAL:  could not connect to the primary server: connection to server at "pg-master" (198.18.2.149), port 5432 failed: server closed the connection unexpectedly
2025-01-11 03:14:10 pg-slave             | This probably means the server terminated abnormally
2025-01-11 03:14:10 pg-slave             | before or while processing the request.
2025-01-11 03:14:10 pg-slave             | 2025-01-10 20:14:10.661 UTC [29] LOG:  waiting for WAL to become available at 0/3072550
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12,483 WARNING: Request failed to postgresql0: GET http://pg-master:8008/patroni (HTTPConnectionPool(host='pg-master', port=8008): Max retries exceeded with url: /patroni (Caused by ReadTimeoutError("HTTPConnectionPool(host='pg-master', port=8008): Read timed out. (read timeout=2)")))
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12,504 INFO: promoted self to leader by acquiring session lock
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.509 UTC [29] LOG:  received promote request
2025-01-11 03:14:12 pg-slave             | server promoting
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.510 UTC [29] LOG:  redo done at 0/3072500 system usage: CPU: user: 0.07 s, system: 0.08 s, elapsed: 468.05 s
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.510 UTC [29] LOG:  last completed transaction was at log time 2025-01-10 20:09:28.516+00
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.514 UTC [29] LOG:  selected new timeline ID: 2
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.582 UTC [29] LOG:  archive recovery complete
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.588 UTC [27] LOG:  checkpoint starting: force
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.595 UTC [25] LOG:  database system is ready to accept connections
2025-01-11 03:14:12 pg-slave             | 2025-01-10 20:14:12.608 UTC [27] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.001 s, total=0.020 s; sync files=2, longest=0.001 s, average=0.001 s; distance=0 kB, estimate=15156 kB
2025-01-11 03:14:13 pg-slave             | 2025-01-10 20:14:13,532 INFO: Lock owner: postgresql1; I am postgresql1
2025-01-11 03:14:13 pg-slave             | 2025-01-10 20:14:13,551 INFO: Reaped pid=225, exit status=0
2025-01-11 03:14:13 pg-slave             | 2025-01-10 20:14:13,558 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:14:23 pg-slave             | 2025-01-10 20:14:23,539 INFO: Lock owner: postgresql1; I am postgresql1
2025-01-11 03:14:23 pg-slave             | 2025-01-10 20:14:23,554 INFO: Dropped unknown replication slot 'postgresql0'
2025-01-11 03:14:23 pg-slave             | 2025-01-10 20:14:23,558 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,779] INFO Logging initialized @1760ms to org.eclipse.jetty.util.log.Slf4jLog (org.eclipse.jetty.util.log)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,940] WARN o.e.j.s.ServletContextHandler@229f66ed{/,null,STOPPED} contextPath ends with /* (org.eclipse.jetty.server.handler.ContextHandler)
2025-01-11 03:14:33 pg-slave             | 2025-01-10 20:14:33,543 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:14:43 pg-slave             | 2025-01-10 20:14:43,544 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,940] WARN Empty contextPath (org.eclipse.jetty.server.handler.ContextHandler)
2025-01-11 03:02:53 zoo                  | [2025-01-10 20:02:53,995] INFO jetty-9.4.54.v20240208; built: 2024-02-08T19:42:39.027Z; git: cef3fbd6d736a21e7d541a5db490381d95a2047d; jvm 17.0.12+7-LTS (org.eclipse.jetty.server.Server)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,100] INFO DefaultSessionIdManager workerName=node0 (org.eclipse.jetty.server.session)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,100] INFO No SessionScavenger set, using defaults (org.eclipse.jetty.server.session)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,102] INFO node0 Scavenging every 600000ms (org.eclipse.jetty.server.session)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,145] WARN ServletContext@o.e.j.s.ServletContextHandler@229f66ed{/,null,STARTING} has uncovered http methods for path: /* (org.eclipse.jetty.security.SecurityHandler)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,169] INFO Started o.e.j.s.ServletContextHandler@229f66ed{/,null,AVAILABLE} (org.eclipse.jetty.server.handler.ContextHandler)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,205] INFO Started ServerConnector@564fabc8{HTTP/1.1, (http/1.1)}{0.0.0.0:8080} (org.eclipse.jetty.server.AbstractConnector)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,205] INFO Started @2200ms (org.eclipse.jetty.server.Server)
